,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,LoanPurpose_lab
2949,no_checking,40,outstanding_credit,radio_tv,7251,greater_1000,greater_7,5,male,co-applicant,4,unknown,55,none,free,2,skilled,1,yes,yes,Risk,7
2950,0_to_200,4,prior_payments_delayed,vacation,1549,less_100,1_to_4,2,female,none,3,real_estate,28,bank,rent,1,unskilled,1,none,yes,No Risk,10
2951,less_0,21,prior_payments_delayed,repairs,2219,less_100,1_to_4,3,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk,8
2952,less_0,6,all_credits_paid_back,education,4520,less_100,4_to_7,3,female,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,Risk,4
2953,no_checking,26,prior_payments_delayed,furniture,6497,greater_1000,1_to_4,4,male,none,5,car_other,40,none,own,2,management_self-employed,1,none,yes,No Risk,5
2954,0_to_200,11,credits_paid_to_date,car_used,3402,less_100,1_to_4,3,female,none,3,car_other,25,none,rent,1,skilled,1,none,yes,Risk,3
2955,no_checking,40,outstanding_credit,repairs,8741,greater_1000,greater_7,4,male,co-applicant,3,car_other,55,none,free,2,skilled,1,yes,yes,Risk,8
2956,less_0,4,credits_paid_to_date,education,792,less_100,1_to_4,2,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk,4
2957,greater_200,20,outstanding_credit,radio_tv,4237,100_to_500,4_to_7,4,female,none,4,car_other,47,none,own,1,skilled,1,none,yes,No Risk,7
2958,0_to_200,6,all_credits_paid_back,car_used,250,less_100,4_to_7,3,female,none,1,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,3
2959,less_0,12,credits_paid_to_date,furniture,1288,less_100,less_1,3,female,none,3,car_other,34,none,rent,1,skilled,1,none,yes,No Risk,5
2960,no_checking,8,credits_paid_to_date,repairs,724,less_100,4_to_7,3,male,none,3,real_estate,33,none,rent,1,management_self-employed,1,none,yes,No Risk,8
2961,0_to_200,33,outstanding_credit,furniture,5674,unknown,greater_7,3,female,none,3,unknown,44,stores,own,2,unskilled,1,yes,yes,Risk,5
2962,no_checking,14,prior_payments_delayed,radio_tv,6774,100_to_500,4_to_7,4,female,none,3,car_other,32,none,own,2,management_self-employed,1,none,yes,No Risk,7
2963,no_checking,55,outstanding_credit,education,7646,unknown,greater_7,6,male,co-applicant,3,unknown,49,none,free,2,skilled,1,yes,yes,Risk,4
2964,0_to_200,10,credits_paid_to_date,car_new,2154,less_100,4_to_7,3,female,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk,2
2965,no_checking,36,outstanding_credit,appliances,5671,unknown,1_to_4,4,male,none,5,car_other,41,none,own,2,skilled,1,yes,yes,Risk,0
2966,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,2
2967,less_0,12,all_credits_paid_back,education,1741,less_100,less_1,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,4
2968,less_0,9,all_credits_paid_back,vacation,250,100_to_500,4_to_7,3,female,none,1,real_estate,19,none,own,2,skilled,1,none,yes,No Risk,10
2969,no_checking,30,outstanding_credit,repairs,6178,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,1,yes,yes,Risk,8
2970,0_to_200,13,credits_paid_to_date,car_used,2923,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,3
2971,no_checking,44,outstanding_credit,retraining,7422,greater_1000,4_to_7,4,female,none,4,car_other,46,none,own,2,skilled,1,yes,yes,Risk,9
2972,0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk,3
2973,no_checking,31,prior_payments_delayed,furniture,5116,100_to_500,4_to_7,3,male,none,3,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,No Risk,5
2974,0_to_200,29,outstanding_credit,radio_tv,2078,100_to_500,4_to_7,4,male,none,4,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk,7
2975,0_to_200,13,credits_paid_to_date,car_new,3073,less_100,1_to_4,2,male,none,2,car_other,34,none,rent,1,skilled,1,none,yes,No Risk,2
2976,greater_200,10,credits_paid_to_date,furniture,3176,less_100,less_1,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,5
2977,no_checking,24,prior_payments_delayed,education,4385,500_to_1000,1_to_4,4,male,none,3,car_other,42,none,own,1,management_self-employed,1,none,yes,No Risk,4
2978,greater_200,30,outstanding_credit,other,5566,unknown,1_to_4,4,male,none,4,unknown,51,none,own,2,management_self-employed,1,yes,yes,No Risk,6
2979,less_0,17,credits_paid_to_date,vacation,1984,less_100,less_1,3,female,none,2,car_other,35,none,own,1,skilled,1,none,yes,No Risk,10
2980,less_0,4,credits_paid_to_date,car_new,2043,less_100,unemployed,2,female,none,2,savings_insurance,26,none,rent,1,management_self-employed,1,none,yes,No Risk,2
2981,no_checking,31,all_credits_paid_back,car_used,3845,greater_1000,1_to_4,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,3
2982,no_checking,29,prior_payments_delayed,appliances,2178,500_to_1000,4_to_7,3,female,none,3,car_other,42,none,own,1,unskilled,1,none,yes,Risk,0
2983,0_to_200,25,prior_payments_delayed,radio_tv,4662,less_100,1_to_4,2,male,none,3,unknown,30,none,own,2,skilled,1,none,yes,Risk,7
2984,no_checking,24,prior_payments_delayed,radio_tv,3604,100_to_500,4_to_7,3,female,none,4,savings_insurance,38,bank,own,2,unskilled,1,none,no,No Risk,7
2985,0_to_200,16,credits_paid_to_date,car_used,3963,less_100,less_1,3,male,none,3,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,No Risk,3
2986,less_0,21,credits_paid_to_date,furniture,2749,less_100,unemployed,2,female,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk,5
2987,0_to_200,19,prior_payments_delayed,radio_tv,2763,100_to_500,1_to_4,3,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk,7
2988,no_checking,25,outstanding_credit,appliances,4075,unknown,4_to_7,3,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,No Risk,0
2989,less_0,15,prior_payments_delayed,radio_tv,3576,less_100,4_to_7,3,male,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk,7
2990,less_0,12,all_credits_paid_back,appliances,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,0
2991,0_to_200,16,credits_paid_to_date,vacation,4297,500_to_1000,1_to_4,3,female,none,2,car_other,34,bank,own,1,unemployed,1,none,yes,No Risk,10
2992,no_checking,36,prior_payments_delayed,radio_tv,5774,500_to_1000,greater_7,3,male,guarantor,5,savings_insurance,48,none,free,1,skilled,1,yes,yes,Risk,7
2993,greater_200,12,prior_payments_delayed,radio_tv,2196,100_to_500,4_to_7,4,female,none,3,car_other,40,none,free,1,skilled,1,yes,yes,No Risk,7
2994,no_checking,29,outstanding_credit,appliances,7765,500_to_1000,greater_7,5,male,co-applicant,4,unknown,48,none,free,2,management_self-employed,1,yes,yes,Risk,0
2995,less_0,29,credits_paid_to_date,furniture,250,less_100,4_to_7,1,male,co-applicant,3,savings_insurance,38,bank,own,1,unemployed,1,yes,yes,Risk,5
2996,no_checking,24,prior_payments_delayed,radio_tv,4059,100_to_500,greater_7,4,male,guarantor,3,unknown,60,none,free,3,skilled,1,yes,no,Risk,7
2997,0_to_200,30,outstanding_credit,vacation,9076,100_to_500,greater_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk,10
2998,0_to_200,37,outstanding_credit,radio_tv,4532,greater_1000,4_to_7,4,male,none,3,savings_insurance,45,none,own,2,skilled,1,yes,yes,No Risk,7
2999,less_0,20,credits_paid_to_date,car_used,250,less_100,1_to_4,1,female,none,2,real_estate,20,stores,rent,1,skilled,1,none,yes,No Risk,3
3000,0_to_200,25,credits_paid_to_date,car_new,3523,less_100,1_to_4,3,male,co-applicant,4,real_estate,33,none,own,1,skilled,1,yes,yes,No Risk,2
3001,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,2
3002,0_to_200,29,credits_paid_to_date,radio_tv,3142,less_100,1_to_4,3,male,none,2,real_estate,40,none,own,2,skilled,1,none,yes,No Risk,7
3003,no_checking,33,outstanding_credit,furniture,4521,500_to_1000,4_to_7,3,female,none,4,unknown,39,none,own,1,skilled,1,yes,yes,Risk,5
3004,0_to_200,15,credits_paid_to_date,furniture,2463,500_to_1000,1_to_4,1,male,none,2,savings_insurance,33,none,own,2,skilled,1,none,yes,Risk,5
3005,less_0,5,credits_paid_to_date,appliances,250,less_100,4_to_7,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,0
3006,no_checking,28,outstanding_credit,appliances,7136,greater_1000,4_to_7,4,male,none,3,unknown,51,none,own,2,skilled,1,yes,yes,No Risk,0
3007,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,2
3008,less_0,12,all_credits_paid_back,furniture,1293,less_100,less_1,1,female,none,1,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk,5
3009,no_checking,21,outstanding_credit,furniture,5588,500_to_1000,4_to_7,4,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,Risk,5
3010,no_checking,43,outstanding_credit,repairs,6401,greater_1000,4_to_7,3,male,co-applicant,3,savings_insurance,44,none,free,2,skilled,1,yes,yes,No Risk,8
3011,no_checking,32,all_credits_paid_back,furniture,1317,100_to_500,less_1,3,male,none,3,savings_insurance,26,stores,own,1,unskilled,1,yes,yes,No Risk,5
3012,0_to_200,21,credits_paid_to_date,radio_tv,1576,greater_1000,4_to_7,3,male,none,2,real_estate,44,none,own,2,skilled,1,none,yes,No Risk,7
3013,less_0,18,credits_paid_to_date,furniture,250,less_100,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,5
3014,no_checking,46,outstanding_credit,repairs,6433,500_to_1000,greater_7,4,male,guarantor,5,car_other,52,none,free,2,skilled,1,yes,yes,Risk,8
3015,no_checking,22,credits_paid_to_date,car_new,6286,500_to_1000,4_to_7,4,female,none,3,car_other,38,none,own,2,skilled,1,none,yes,Risk,2
3016,0_to_200,32,credits_paid_to_date,appliances,2481,greater_1000,greater_7,3,male,none,3,unknown,41,none,rent,1,skilled,1,none,yes,Risk,0
3017,no_checking,26,prior_payments_delayed,radio_tv,4660,100_to_500,1_to_4,4,male,none,3,car_other,40,none,free,2,management_self-employed,1,yes,yes,No Risk,7
3018,less_0,22,prior_payments_delayed,radio_tv,4522,greater_1000,4_to_7,3,male,none,3,unknown,35,stores,rent,1,skilled,1,none,yes,No Risk,7
3019,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,2
3020,greater_200,31,prior_payments_delayed,furniture,5197,500_to_1000,less_1,3,female,guarantor,4,savings_insurance,48,none,own,2,skilled,1,yes,yes,No Risk,5
3021,0_to_200,16,prior_payments_delayed,radio_tv,250,100_to_500,4_to_7,2,female,none,2,savings_insurance,21,stores,own,1,skilled,1,yes,yes,No Risk,7
3022,0_to_200,22,credits_paid_to_date,radio_tv,2349,100_to_500,less_1,2,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,7
3023,0_to_200,31,credits_paid_to_date,radio_tv,250,greater_1000,1_to_4,3,male,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,Risk,7
3024,greater_200,38,prior_payments_delayed,appliances,9121,500_to_1000,1_to_4,3,male,none,4,car_other,41,none,own,2,skilled,1,none,yes,No Risk,0
3025,0_to_200,10,prior_payments_delayed,car_new,2165,less_100,4_to_7,2,male,none,1,car_other,34,none,own,1,skilled,1,yes,yes,No Risk,2
3026,0_to_200,23,outstanding_credit,business,2995,500_to_1000,4_to_7,4,female,none,3,unknown,42,none,rent,1,skilled,1,yes,yes,No Risk,1
3027,0_to_200,4,credits_paid_to_date,car_new,250,less_100,4_to_7,1,male,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,2
3028,0_to_200,28,credits_paid_to_date,furniture,5361,100_to_500,1_to_4,3,male,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,Risk,5
3029,0_to_200,16,credits_paid_to_date,car_used,993,500_to_1000,less_1,2,male,none,2,car_other,27,none,own,1,skilled,1,none,yes,No Risk,3
3030,less_0,10,all_credits_paid_back,car_used,1401,less_100,1_to_4,2,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,3
3031,no_checking,35,outstanding_credit,vacation,4311,500_to_1000,greater_7,5,male,none,3,savings_insurance,27,none,own,2,skilled,1,none,yes,No Risk,10
3032,no_checking,44,prior_payments_delayed,other,9542,unknown,greater_7,4,female,co-applicant,4,unknown,55,none,own,2,skilled,1,yes,yes,Risk,6
3033,less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3
3034,no_checking,34,outstanding_credit,radio_tv,7180,greater_1000,greater_7,4,male,co-applicant,3,unknown,59,none,free,2,skilled,1,yes,yes,Risk,7
3035,no_checking,23,prior_payments_delayed,car_used,2750,unknown,greater_7,4,female,guarantor,3,real_estate,44,none,free,1,skilled,1,yes,yes,Risk,3
3036,less_0,24,credits_paid_to_date,furniture,2601,500_to_1000,less_1,2,male,none,1,car_other,27,stores,own,2,skilled,1,none,yes,No Risk,5
3037,no_checking,26,prior_payments_delayed,appliances,3108,unknown,greater_7,3,male,none,4,savings_insurance,49,bank,own,2,unemployed,1,none,yes,No Risk,0
3038,no_checking,50,outstanding_credit,radio_tv,5633,greater_1000,4_to_7,4,female,none,3,car_other,43,stores,own,2,skilled,1,none,yes,No Risk,7
3039,no_checking,27,prior_payments_delayed,furniture,1634,100_to_500,1_to_4,2,female,none,2,savings_insurance,35,none,rent,1,skilled,1,none,yes,No Risk,5
3040,no_checking,28,outstanding_credit,appliances,5470,500_to_1000,4_to_7,3,male,none,4,unknown,47,none,own,1,skilled,1,none,yes,No Risk,0
3041,less_0,21,credits_paid_to_date,car_used,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3
3042,0_to_200,30,credits_paid_to_date,business,5761,less_100,1_to_4,3,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk,1
3043,no_checking,8,prior_payments_delayed,car_used,1367,500_to_1000,1_to_4,2,male,none,3,savings_insurance,45,none,rent,1,management_self-employed,1,yes,yes,No Risk,3
3044,less_0,10,all_credits_paid_back,car_new,1300,less_100,1_to_4,3,female,none,2,real_estate,42,bank,rent,1,unskilled,1,none,yes,No Risk,2
3045,less_0,7,all_credits_paid_back,vacation,554,less_100,1_to_4,2,male,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk,10
3046,no_checking,37,prior_payments_delayed,repairs,7862,unknown,4_to_7,3,male,co-applicant,4,unknown,43,none,free,3,skilled,1,yes,yes,Risk,8
3047,0_to_200,12,credits_paid_to_date,car_new,3341,less_100,1_to_4,2,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,2
3048,less_0,10,all_credits_paid_back,car_used,435,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,3
3049,0_to_200,28,outstanding_credit,furniture,3355,100_to_500,4_to_7,4,female,none,3,savings_insurance,37,bank,own,2,unemployed,1,yes,yes,No Risk,5
3050,no_checking,36,prior_payments_delayed,radio_tv,6334,500_to_1000,4_to_7,3,female,none,3,car_other,51,none,own,2,skilled,1,yes,yes,Risk,7
3051,no_checking,24,prior_payments_delayed,furniture,8067,100_to_500,4_to_7,4,female,none,3,unknown,51,none,free,2,skilled,1,yes,yes,Risk,5
3052,no_checking,22,prior_payments_delayed,furniture,3377,100_to_500,1_to_4,4,male,none,4,car_other,38,stores,own,1,unskilled,1,none,yes,No Risk,5
3053,no_checking,32,outstanding_credit,vacation,6367,500_to_1000,greater_7,4,male,co-applicant,3,unknown,58,none,free,2,skilled,1,yes,yes,Risk,10
3054,less_0,4,all_credits_paid_back,repairs,250,less_100,1_to_4,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,8
3055,less_0,9,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,1,savings_insurance,39,stores,own,1,skilled,1,yes,yes,No Risk,5
3056,less_0,9,prior_payments_delayed,car_used,2376,less_100,1_to_4,2,male,none,3,savings_insurance,41,bank,rent,2,unskilled,1,none,yes,Risk,3
3057,less_0,8,credits_paid_to_date,car_new,789,less_100,4_to_7,3,male,none,3,savings_insurance,35,none,own,2,skilled,1,yes,yes,No Risk,2
3058,no_checking,15,outstanding_credit,education,1921,100_to_500,1_to_4,3,male,co-applicant,4,car_other,39,none,free,1,skilled,1,yes,yes,No Risk,4
3059,no_checking,37,prior_payments_delayed,appliances,6710,unknown,1_to_4,3,male,none,3,unknown,41,stores,own,2,unskilled,1,yes,yes,Risk,0
3060,no_checking,50,outstanding_credit,other,7611,greater_1000,greater_7,4,male,co-applicant,4,car_other,52,none,free,2,skilled,1,yes,yes,Risk,6
3061,no_checking,39,prior_payments_delayed,appliances,6320,500_to_1000,4_to_7,4,male,none,4,car_other,47,stores,rent,3,unskilled,1,yes,yes,Risk,0
3062,no_checking,8,credits_paid_to_date,car_used,5304,500_to_1000,4_to_7,3,male,none,4,savings_insurance,40,stores,own,2,unskilled,1,none,yes,Risk,3
3063,less_0,22,credits_paid_to_date,furniture,3237,500_to_1000,1_to_4,3,male,none,2,real_estate,39,bank,rent,2,unskilled,1,none,yes,No Risk,5
3064,no_checking,13,outstanding_credit,radio_tv,2191,100_to_500,1_to_4,2,male,none,4,car_other,43,none,own,1,management_self-employed,1,yes,yes,No Risk,7
3065,less_0,33,outstanding_credit,radio_tv,3577,500_to_1000,greater_7,4,male,guarantor,3,unknown,45,stores,free,1,unskilled,1,yes,yes,No Risk,7
3066,less_0,15,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,5
3067,less_0,20,prior_payments_delayed,radio_tv,1475,less_100,1_to_4,3,male,none,3,car_other,29,bank,rent,1,unskilled,1,none,yes,No Risk,7
3068,no_checking,35,prior_payments_delayed,radio_tv,5664,500_to_1000,1_to_4,4,female,none,4,car_other,38,none,own,1,skilled,1,none,yes,No Risk,7
3069,0_to_200,28,credits_paid_to_date,furniture,3250,100_to_500,less_1,1,male,none,2,real_estate,30,bank,rent,2,unemployed,1,yes,yes,No Risk,5
3070,no_checking,35,prior_payments_delayed,furniture,3103,500_to_1000,4_to_7,3,female,none,3,car_other,37,none,free,2,skilled,1,yes,yes,Risk,5
3071,no_checking,25,all_credits_paid_back,radio_tv,5900,100_to_500,4_to_7,3,male,none,2,car_other,42,bank,own,2,unemployed,1,yes,yes,No Risk,7
3072,no_checking,18,prior_payments_delayed,radio_tv,4010,unknown,4_to_7,3,male,none,3,unknown,34,stores,rent,1,unskilled,1,yes,yes,No Risk,7
3073,no_checking,24,prior_payments_delayed,car_used,4425,unknown,4_to_7,4,female,none,3,car_other,59,none,own,3,skilled,1,yes,yes,Risk,3
3074,no_checking,32,prior_payments_delayed,appliances,8102,100_to_500,4_to_7,5,male,co-applicant,5,savings_insurance,47,stores,own,2,unskilled,1,yes,yes,No Risk,0
3075,0_to_200,35,credits_paid_to_date,car_used,5521,100_to_500,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes,No Risk,3
3076,no_checking,27,all_credits_paid_back,radio_tv,3181,less_100,4_to_7,3,male,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk,7
3077,no_checking,29,prior_payments_delayed,education,5940,500_to_1000,4_to_7,5,male,none,5,car_other,41,none,own,2,management_self-employed,1,none,yes,No Risk,4
3078,greater_200,8,credits_paid_to_date,car_new,250,500_to_1000,1_to_4,2,male,none,2,savings_insurance,22,bank,rent,1,unemployed,1,none,yes,No Risk,2
3079,no_checking,31,outstanding_credit,other,9225,500_to_1000,greater_7,4,male,co-applicant,3,unknown,50,none,own,2,skilled,1,yes,yes,Risk,6
3080,greater_200,24,credits_paid_to_date,radio_tv,3837,100_to_500,4_to_7,2,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,7
3081,less_0,10,prior_payments_delayed,furniture,3772,less_100,1_to_4,3,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk,5
3082,less_0,18,credits_paid_to_date,car_new,250,greater_1000,4_to_7,1,female,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk,2
3083,no_checking,41,prior_payments_delayed,education,7110,unknown,greater_7,5,male,co-applicant,5,unknown,64,none,free,2,skilled,1,yes,yes,Risk,4
